Average qual score & Frequency
31.625	67637
32.25	244400
31.75	629721
30.5	206319
32.375	1314704
26.875	157096
32.875	2248687
30.0	617049
31.125	289485
31.875	1513291
31.25	1199440
30.625	837670
13.25	10367
20.125	214128
15.75	162445
29.25	122462
28.875	1037058
28.75	459549
17.625	83484
27.625	997175
30.125	1236825
10.75	11359
28.25	1008682
28.125	353428
26.375	792923
18.25	236148
29.5	1124808
27.0	924877
27.375	31495
29.875	175318
25.125	677120
30.75	1312127
25.625	119648
26.25	145350
23.875	599208
27.5	221125
12.625	5980
20.75	302149
29.375	520154
31.375	1291870
23.25	439264
25.75	686126
28.625	58261
29.125	3136
31.0	61246
29.75	13226
21.875	5504
24.5	694898
19.5	449490
21.375	499481
23.75	36100
28.0	31104
14.5	820324
22.625	407994
20.0	2931
26.125	9825
15.125	13255
17.0	557421
18.875	498813
22.0	514171
25.0	69782
16.375	561268
24.375	36165
21.25	6991
25.5	2846
16.875	28
23.125	33502
22.5	18582
30.375	36633
26.625	183
28.5	11896
23.0	154
18.75	372
24.875	2953
26.75	20427
19.375	498
32.5	1665352
20.625	7836
17.5	183
27.25	682
20.5	7
13.875	492884
24.25	2591
18.125	1085
36.75	37274418
36.125	14262770
36.625	19552719
35.5	5600605
37.25	207301324
34.25	1350886
33.625	1451155
34.375	2941833
36.25	6919378
33.0	1058608
34.875	2645672
36.0	4291864
35.625	6310866
33.75	1972963
33.125	1774173
35.0	4303445
33.25	1207254
35.75	648841
32.625	1184420
34.5	1265867
33.5	465816
35.375	1194170
34.125	822497
34.75	596781
33.875	1282400
32.0	1220136
35.125	1130337
12.0	929980
27.875	3221
15.625	108
37.375	796
21.75	365
36.375	167
23.625	1120
36.875	564
25.375	76
37.875	634
22.375	129
16.25	3
26.0	56
37.75	40
24.75	15
24.125	7
21.125	14
19.25	3
14.375	5
22.875	2
19.875	1
