Average qual score & Frequency
31.125	452713
27.5	426220
32.25	302980
20.75	657797
28.125	732827
23.25	1088303
32.375	1683028
29.75	15349
31.75	931010
32.875	1299445
26.375	1783090
31.875	3199106
30.625	1603703
31.25	2443073
24.5	1761698
26.875	344538
22.625	1026430
31.625	87044
30.5	370761
28.875	2101326
28.0	47256
27.625	2225045
27.0	2070144
20.125	488011
30.125	2348864
28.75	1026098
30.0	1317353
26.25	335108
29.125	3555
29.25	185202
21.25	17754
21.375	1237802
18.25	291754
30.375	28916
25.75	1588733
17.625	130654
25.625	262135
30.75	2493762
29.5	2155222
31.0	71403
31.375	2388034
29.375	1205679
25.125	1658058
26.75	32880
28.25	2168556
23.875	1516630
25.0	141456
22.0	1351860
18.875	818916
29.875	285820
28.625	92374
26.125	15610
19.5	943799
23.75	91475
23.125	79129
13.25	4294
17.0	566381
14.5	235100
22.5	37604
15.75	83097
24.375	75040
21.875	10315
26.625	136
16.375	365248
15.125	9210
27.375	48245
19.375	724
25.5	4499
28.5	4247
24.875	5716
20.0	5590
12.625	1550
10.75	1182
13.875	100165
27.25	617
18.75	815
27.875	1361
23.625	1930
36.75	35166058
34.875	5186236
35.375	1987277
37.25	127150433
34.75	652532
36.625	32560676
33.75	3848719
32.5	3601446
35.5	10851670
36.125	23606547
33.625	2593666
32.0	2155109
35.625	9718477
34.5	1795871
33.25	1923164
34.375	5929842
33.0	2095701
35.75	655523
36.25	7511455
36.0	7818439
34.125	1503752
35.125	1364990
32.625	1948208
33.125	3545593
24.25	4777
35.0	7961936
33.875	2006943
34.25	2309300
33.5	711819
18.125	2098
12.0	69399
20.625	18582
37.375	128
17.5	151
26.0	48
21.75	607
25.375	57
22.375	220
19.25	24
23.0	311
36.875	85
37.875	92
15.625	42
21.125	70
24.75	9
16.875	44
36.375	21
20.5	16
24.125	7
16.25	3
37.75	6
22.875	1
19.875	1
